session_code,segment,round,group,label,contribution,made_promise,genuine_guilt,false_promise,blame_shifting,manipulation,self_justification,deflection_collective,duping_delight,performative_frustration,no_guilt,gpt_reasoning,gpt_raw_response,messages
iiu3xixz,supergame4,7,3,L,0.0,False,False,True,False,True,False,True,False,False,False,"The player tells everyone to contribute specific positive amounts, including 'everyone do 25,' while actually contributing 0, so this is a false promise. The messages also try to direct others' behavior ('everyone do 18/25'), which is manipulation. The repeated 'everyone/we' style framing shifts focus to collective action rather than the speaker's own choice, fitting deflection_collective.","{""categories"": [""false_promise"", ""manipulation"", ""deflection_collective""], ""reasoning"": ""The player tells everyone to contribute specific positive amounts, including 'everyone do 25,' while actually contributing 0, so this is a false promise. The messages also try to direct others' behavior ('everyone do 18/25'), which is manipulation. The repeated 'everyone/we' style framing shifts focus to collective action rather than the speaker's own choice, fitting deflection_collective.""}","[""everyone do 18"", ""everyone do 25"", ""then we can get 4""]"
6ucza025,supergame4,4,2,G,20.0,False,False,True,False,False,False,True,False,False,False,"""guys all in"" urges the group to contribute fully and implies the speaker will do the same, but they contributed only 20/25, so it is a false promise. The phrasing also uses group-focused framing (""guys all in"") to emphasize collective action rather than individual responsibility, fitting deflection_collective. ""??"" adds no separate category.","{""categories"": [""false_promise"", ""deflection_collective""], ""reasoning"": ""\""guys all in\"" urges the group to contribute fully and implies the speaker will do the same, but they contributed only 20/25, so it is a false promise. The phrasing also uses group-focused framing (\""guys all in\"") to emphasize collective action rather than individual responsibility, fitting deflection_collective. \""??\"" adds no separate category.""}","[""guys all in"", ""??""]"
6ucza025,supergame4,5,2,G,25.0,False,False,False,False,False,False,False,False,False,True,"The messages only comment on profit/maximization and do not contain a false promise, apology, blame, manipulation, justification, collective deflection, amusement, or performative frustration. Since the player actually contributed 25/25, there is no deceptive mismatch in these messages.","{""categories"": [""no_guilt""], ""reasoning"": ""The messages only comment on profit/maximization and do not contain a false promise, apology, blame, manipulation, justification, collective deflection, amusement, or performative frustration. Since the player actually contributed 25/25, there is no deceptive mismatch in these messages.""}","[""not maximizing prodit"", ""profit""]"
6ucza025,supergame4,6,2,G,25.0,False,False,False,False,False,False,False,False,False,True,"The messages are brief and do not contain a promise, apology, blame, manipulation, justification, collective deflection, or clear enjoyment of deception. They appear neutral/off-topic.","{""categories"": [""no_guilt""], ""reasoning"": ""The messages are brief and do not contain a promise, apology, blame, manipulation, justification, collective deflection, or clear enjoyment of deception. They appear neutral/off-topic.""}","[""nice guys"", ""10/10"", ""rtr"", ""again""]"
6ucza025,supergame4,7,2,G,25.0,False,False,False,False,False,False,False,False,False,True,"The messages 'yay' and 'proud' do not contain any apology, promise, blame, manipulation, justification, collective deflection, or deceptive amusement. Also, the player actually contributed 25/25, so there is no false promise here.","{""categories"": [""no_guilt""], ""reasoning"": ""The messages 'yay' and 'proud' do not contain any apology, promise, blame, manipulation, justification, collective deflection, or deceptive amusement. Also, the player actually contributed 25/25, so there is no false promise here.""}","[""yay"", ""proud""]"
6sdkxl2q,supergame1,3,4,H,1.0,False,,,,,,,,,,,,
6sdkxl2q,supergame1,3,4,M,6.0,False,,,,,,,,,,,,
6sdkxl2q,supergame1,3,4,R,7.0,False,,,,,,,,,,,,
6sdkxl2q,supergame2,3,4,D,25.0,True,True,False,False,True,True,False,False,False,False,"The messages include sincere-seeming apologies ('sorry yall', 'sorry i didn't know'), indicating genuine_guilt. 'i didn't know we were all in' also excuses prior behavior, fitting self_justification. 'yall dont have to since you put 25 in last time' tries to direct others' contributions, which counts as manipulation. Since the player actually contributed 25, false_promise does not apply.","{""categories"": [""genuine_guilt"", ""manipulation"", ""self_justification""], ""reasoning"": ""The messages include sincere-seeming apologies ('sorry yall', 'sorry i didn't know'), indicating genuine_guilt. 'i didn't know we were all in' also excuses prior behavior, fitting self_justification. 'yall dont have to since you put 25 in last time' tries to direct others' contributions, which counts as manipulation. Since the player actually contributed 25, false_promise does not apply.""}","[""im putting 25 next round sorry yall"", ""sorry i didn't know we were all in "", ""yall dont have to since you put 25 in last time""]"
6sdkxl2q,supergame2,4,3,C,25.0,False,False,False,False,False,False,True,False,False,False,"The messages use collective framing about what 'we' or 'all' should do and discuss group strategy rather than showing apology, blame, manipulation, or deceptive amusement. Since the player actually contributed 25, there is no false promise here.","{""categories"": [""deflection_collective""], ""reasoning"": ""The messages use collective framing about what 'we' or 'all' should do and discuss group strategy rather than showing apology, blame, manipulation, or deceptive amusement. Since the player actually contributed 25, there is no false promise here.""}","[""that made less than if we had all done 25"", ""the risk is a valid concern but prisoners dilema literally says to all do it ""]"
6sdkxl2q,supergame2,4,3,J,25.0,False,False,False,False,False,False,True,False,False,False,"The message uses collective 'we all' framing to focus on group behavior and outcomes. There is no apology, blame, manipulation, or false promise here, especially since the player actually contributed 25.","{""categories"": [""deflection_collective""], ""reasoning"": ""The message uses collective 'we all' framing to focus on group behavior and outcomes. There is no apology, blame, manipulation, or false promise here, especially since the player actually contributed 25.""}","[""if we all do 25 then we get 40 each ""]"
6sdkxl2q,supergame2,4,3,P,25.0,False,False,False,False,False,False,False,False,False,True,"The messages are neutral strategic coordination ('keep doing 10', 'so 25?') and do not show deception, guilt, blame, manipulation, or false promises. The player actually contributed 25, matching any implied promise.","{""categories"": [""no_guilt""], ""reasoning"": ""The messages are neutral strategic coordination ('keep doing 10', 'so 25?') and do not show deception, guilt, blame, manipulation, or false promises. The player actually contributed 25, matching any implied promise.""}","[""keep doing 10"", ""so 25?""]"
6sdkxl2q,supergame2,4,4,D,25.0,True,False,False,False,False,False,True,False,False,False,"The messages use collective/team framing like 'lets all go 25' and 'lets go 25 in and get paid,' but since the player actually contributed 25, there is no false promise, deception, guilt, or manipulation beyond group-oriented framing.","{""categories"": [""deflection_collective""], ""reasoning"": ""The messages use collective/team framing like 'lets all go 25' and 'lets go 25 in and get paid,' but since the player actually contributed 25, there is no false promise, deception, guilt, or manipulation beyond group-oriented framing.""}","[""lets all go 25"", ""nah ur good "", ""lets go 25 in and get paid "", ""all in ""]"
6sdkxl2q,supergame4,7,3,J,0.0,False,False,False,False,False,False,False,False,False,True,"The message is vague and does not contain a promise, apology, blame, manipulation, justification, collective framing, amusement, or performative frustration.","{""categories"": [""no_guilt""], ""reasoning"": ""The message is vague and does not contain a promise, apology, blame, manipulation, justification, collective framing, amusement, or performative frustration.""}","[""turn of events...""]"
6sdkxl2q,supergame4,7,3,L,0.0,False,False,False,False,False,False,False,True,False,False,"The message ""XD"" signals amusement/laughter while the player was deceiving others by contributing 0 after promising to contribute, which fits text-based enjoyment of deception.","{""categories"": [""duping_delight""], ""reasoning"": ""The message \""XD\"" signals amusement/laughter while the player was deceiving others by contributing 0 after promising to contribute, which fits text-based enjoyment of deception.""}","[""XD""]"
